Date,Total_IRR,Latest Run>Water User>SA IRRI LLakes>Demand & Storage Interface>Demand Model>Total Water Supplied,Latest Run>Water User>SA IRRI LMRIA>Demand & Storage Interface>Demand Model>Total Water Supplied,Riverlands Below L1,Latest Run>Water User>SA IRRI Riverlands>Demand & Storage Interface>Demand Model>Total Water Supplied
11/03/2019,188.2651764,72.708,110.413,5.144176447,119.6320104
12/03/2019,197.3490648,72.922,118.907,5.520064841,128.373601
13/03/2019,221.8772467,97.47,118.907,5.500246703,127.912714
14/03/2019,264.7278046,113.686,144.387,6.654804603,154.7628977
15/03/2019,233.7020575,94.55,133.062,6.090057524,141.6292447
16/03/2019,281.1834502,118.42,155.711,7.052450188,164.0104695
17/03/2019,271.0487439,96.527,167.036,7.485743866,174.0870666
18/03/2019,258.7790195,96.164,155.711,6.904019488,160.5585928
19/03/2019,277.5591617,109.108,161.373,7.078161692,164.6084114
20/03/2019,266.1696662,100.742,158.542,6.885666225,160.1317727
21/03/2019,220.6617933,81.872,133.062,5.727793306,133.2044955
22/03/2019,270.2227681,107.869,155.711,6.642768079,154.4829786
23/03/2019,227.7972987,89.11,133.062,5.625298689,130.8208997
24/03/2019,126.7753406,78.325,46.996,1.454340579,33.82187392
25/03/2019,194.5667723,88.426,101.92,4.220772298,98.1574953
26/03/2019,197.1413946,88.083,104.751,4.307394623,100.171968
27/03/2019,208.9106783,85.16,118.907,4.843678266,112.6436806
28/03/2019,259.9965254,115.675,138.724,5.597525353,130.1750082
29/03/2019,159.628228,33.025,121.738,4.865228004,113.1448373
30/03/2019,133.8985777,48.547,82.102,3.249577688,75.57157414
31/03/2019,140.4040317,60.968,76.44,2.996031686,69.67515549
1/04/2019,149.8437162,73.378,73.609,2.85671623,66.43526116
2/04/2019,227.2236818,100.808,121.738,4.677681779,108.7832972
3/04/2019,220.5298741,85.345,130.231,4.953874057,115.2063734
4/04/2019,264.8267279,115.003,144.387,5.436727898,126.4355325
5/04/2019,285.12114,129.48,150.049,5.592140035,130.0497683
6/04/2019,190.9080265,79.358,107.582,3.968026473,92.27968541
7/04/2019,194.872914,71.626,118.907,4.339913982,100.9282321
8/04/2019,123.1131929,23.379,96.258,3.476192869,80.84169462
9/04/2019,138.1172156,56.014,79.271,2.832215575,65.86547849
10/04/2019,145.9957463,60.992,82.102,2.901746291,67.48247188
11/04/2019,161.2900645,70.458,87.764,3.068064543,71.3503382
12/04/2019,205.663417,94.362,107.582,3.719417012,86.49807004
13/04/2019,135.2910352,38.67,93.427,3.19403525,74.27988953
14/04/2019,171.2401511,65.875,101.92,3.445151085,80.11979268
15/04/2019,205.4333287,88.405,113.244,3.784328717,88.00764459
16/04/2019,276.892963,118.963,152.88,5.049963026,117.4410006
17/04/2019,207.3732349,75.814,127.4,4.159234883,96.72639264
18/04/2019,162.4961225,66.055,93.427,3.014122458,70.09587112
19/04/2019,238.3125896,101.009,133.062,4.241589599,98.64161857
20/04/2019,239.5861861,105.254,130.231,4.101186071,95.37642025
21/04/2019,116.6385805,46.578,67.947,2.113580506,49.15303502
22/04/2019,132.1223372,53.334,76.44,2.348337169,54.6124923
23/04/2019,130.768667,46.176,82.102,2.490667048,57.92248949
24/04/2019,138.0488386,50.572,84.933,2.543838592,59.15903702
25/04/2019,118.0179013,48.062,67.947,2.008901278,46.71863438
26/04/2019,102.2018936,41.014,59.453,1.73489361,40.34636302
27/04/2019,134.0660887,61.25,70.778,2.038088684,47.39741125
28/04/2019,126.9918276,54.203,70.778,2.01082763,46.76343326
29/04/2019,140.3645362,67.592,70.778,1.994536198,46.38456274
30/04/2019,125.0873522,46.499,76.44,2.148352215,49.96167941
1/05/2019,75.67224557,0,73.609,2.063245568,47.98245507
2/05/2019,69.84642522,0,67.947,1.899425223,44.17267961
3/05/2019,64.02045586,0,62.284,1.73645586,40.38269442
4/05/2019,46.55746998,0,45.298,1.259469983,29.2899996
5/05/2019,67.16957632,11.887,53.791,1.491576324,34.68782149
6/05/2019,96.38611375,35.289,59.453,1.644113751,38.23520352
7/05/2019,90.24735066,2.972,84.933,2.34235066,54.47327116
8/05/2019,55.27044242,0,53.791,1.479442425,34.40563778
9/05/2019,0,0,0,0,0
10/05/2019,0,0,0,0,0
11/05/2019,0,0,0,0,0
12/05/2019,0,0,0,0,0
13/05/2019,0,0,0,0,0
14/05/2019,49.42557395,0,49.261,0.164573951,3.827301181
15/05/2019,53.97070957,0,53.791,0.179709572,4.179292375
16/05/2019,53.97569268,0,53.791,0.184692684,4.295178707
17/05/2019,54.38710216,0,53.791,0.596102159,13.8628409
18/05/2019,80.20115273,0,79.271,0.930152732,21.63145888
19/05/2019,4.545131388,0,4.53,0.015131388,0.351892736
20/05/2019,0,0,0,0,0
21/05/2019,49.42557395,0,49.261,0.164573951,3.827301181
22/05/2019,79.90884684,0,79.271,0.637846838,14.83364739
23/05/2019,80.19616115,0,79.271,0.925161152,21.51537563
24/05/2019,77.33115575,0,76.44,0.89115575,20.72455233
25/05/2019,46.96173661,0,46.43,0.531736606,12.36596758
26/05/2019,15.92748926,0,15.854,0.073489263,1.709052632
27/05/2019,22.24643931,0,22.083,0.163439308,3.800914148
28/05/2019,25.12486567,0,24.914,0.210865667,4.903852712
29/05/2019,28.5637797,0,28.311,0.252779695,5.878597559
30/05/2019,42.95888018,0,42.467,0.491880175,11.43907384
31/05/2019,20.00178243,0,19.818,0.18378243,4.274010006
1/06/2019,37.36580516,0,35.672,1.693805161,39.39081769
2/06/2019,38.05449895,0,36.238,1.816498953,42.2441617
3/06/2019,44.42559598,0,42.467,1.958595977,45.54874365
4/06/2019,41.46469636,0,39.636,1.828696359,42.52782229
5/06/2019,38.5027036,0,36.804,1.698703598,39.50473484
6/06/2019,44.42776365,0,42.467,1.960763652,45.59915469
7/06/2019,47.39025092,0,45.298,2.092250923,48.6569982
8/06/2019,47.39102146,0,45.298,2.093021463,48.67491775
9/06/2019,53.31551336,0,50.96,2.355513358,54.77938043
10/06/2019,50.35446979,0,48.129,2.225469793,51.75511147
11/06/2019,2.760690767,0,0,2.760690767,64.20211087
12/06/2019,0,0,0,0,0
13/06/2019,0,0,0,0,0
14/06/2019,0.480880918,0,0,0.480880918,11.18327717
15/06/2019,0.744223795,0,0,0.744223795,17.30753012
16/06/2019,0.973921138,0,0,0.973921138,22.6493288
17/06/2019,0.974306409,0,0,0.974306409,22.65828857
18/06/2019,0.852857336,0,0,0.852857336,19.83389153
19/06/2019,0.548481049,0,0,0.548481049,12.75537322
20/06/2019,0.731598782,0,0,0.731598782,17.01392516
21/06/2019,0.792877938,0,0,0.792877938,18.43902181
22/06/2019,0.73217457,0,0,0.73217457,17.02731559
23/06/2019,0.671424632,0,0,0.671424632,15.61452632
24/06/2019,0.85487683,0,0,0.85487683,19.88085651
25/06/2019,43.20063041,0,41.9,1.300630405,30.24721873
26/06/2019,46.42710465,0,45.298,1.129104653,26.25824775
27/06/2019,60.93545685,0,59.453,1.482456848,34.47574064
28/06/2019,22.24319626,0,22.083,0.160196263,3.725494497
29/06/2019,0,0,0,0,0
30/06/2019,0,0,0,0,0
